"HITID","Food","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2CEJ5OPB0YVG0MXMO7YEX9U33BQ6YS","oat meal","A2HM35CWB7IIFM","Cereal Grains and Pasta","A1KAXCLAH6UVMS","Grains","No","no_agreement","Tue Sep 11 17:17:10 UTC 2012"
"24RU8P9Y38TWXBH3KQPIU0JTCP5YHK","protein shake","A2HAIY6HUOISQY","Beverages","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:05:22 UTC 2012"
"2Q2SSZVXX2Q468TKIKPGVIW1P1QO6Y","black beans","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 16:38:53 UTC 2012"
"2XVHDM25L8I9ODV69AQ6WE4QYGBQGA","hummus and tortilla wraps","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2HAIY6HUOISQY","Fast-foods","No","no_agreement","Tue Sep 11 16:34:41 UTC 2012"
"2MCFJ51Y7QEO0TXQKX3S1MOFZ0VBE2","vegetarian chorizo","A2HAIY6HUOISQY","Fast-foods","A2BERTY629PZDT","Meat and Protein","No","no_agreement","Tue Sep 11 18:27:10 UTC 2012"
"2KOXBAT2D5NQZ14FVMRJO5TYOWU62A","black beans","A1K9WP8Q74E9G2","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 16:52:49 UTC 2012"
"29QSV7WGKCCVMZ2C2ZUMPAPQ6LQS2H","tortillas","A6WUFL0T08JBZ","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 18:13:37 UTC 2012"
"2525UFJ51Y7QF2YFQMJ1KSTMQOGC91","potato","A2HAIY6HUOISQY","Grains","A2RPXVZF0CCRE4","Vegetables","No","no_agreement","Tue Sep 11 16:40:25 UTC 2012"
"2DABRI8IUB2YVN7J9OKLJ3L0HK1H5N","protein shake","A53VNQRRFQ785","Beverages","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:06:34 UTC 2012"
"2YYYQ4J3NAB6CTLF7KPYQT1TLOVDQN","basmati rice","A2HAIY6HUOISQY","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 17:40:43 UTC 2012"
"2CO6RLPHIT3HWA9VCEX2VJQ23GL9H7","cup of ramen instant noodles","A1KAXCLAH6UVMS","Cereal Grains and Pasta","A2HAIY6HUOISQY","Fast-foods","No","no_agreement","Tue Sep 11 17:00:39 UTC 2012"
"2F4NCWYB49F9T6RHPXSJWNST7QMSON","spaghetti with tomato sauce and parmesano","A1K9WP8Q74E9G2","Cereal Grains and Pasta","A1KAXCLAH6UVMS","Fast-foods","No","no_agreement","Tue Sep 11 17:02:01 UTC 2012"
"285DWIOV1S7SOHCT8QS36DZ8PH9JYA","bagel","A1K9WP8Q74E9G2","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 17:46:37 UTC 2012"
"2QG8TNKIMZSM6YEHKYFM8PGVHC0BYH","hummus and tortilla wraps","A2HAIY6HUOISQY","Fast-foods","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 18:36:00 UTC 2012"
"2Y9RLFQ0ONNVSV0K9K0EORB78WCSJ4","pota","A2BERTY629PZDT","Unknown","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 16:31:12 UTC 2012"
"2RJQP6AUC26DHK6DTTUV8FK0EX292O","arepa with cheese","A2HM35CWB7IIFM","Dairy","A2BERTY629PZDT","Grains","No","no_agreement","Tue Sep 11 17:27:35 UTC 2012"
"2YYYQ4J3NAB6CTLF7KPYQT1TLOVQD0","yogurt ice cream cone","A1K9WP8Q74E9G2","Dairy","A2HM35CWB7IIFM","Fat, Oil and Sweets","No","no_agreement","Tue Sep 11 16:32:21 UTC 2012"
"2P4QU6L5OBVCJFQXP01IRF7GWASYFM","2oranges wheat toast fruit smoothies chips grapes","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Fruits","No","no_agreement","Tue Sep 11 18:28:41 UTC 2012"
"2P1HSTLB3L0FCX8IG7AERREVGE8UIA","chickpeas and parmesano cheese with Pita bread","A2HM35CWB7IIFM","Cereal Grains and Pasta","A3NU1SQPI1NXY4","Vegetables","No","no_agreement","Tue Sep 11 18:10:09 UTC 2012"
"2MAW6NG1FS3NZ1IBQBSF7SZL469YKO","eggs","A2V3P1XE33NYC3","Dairy","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 16:32:24 UTC 2012"
"28J4IXKO2L92ISBW22O36OCCH9VCDI","olives with vinagraite","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 17:42:06 UTC 2012"
"29TRI8IUB2YUAMIHKPCBBL0FDSR6IL","avocado","A2HM35CWB7IIFM","Fruits","A53VNQRRFQ785","Vegetables","No","no_agreement","Tue Sep 11 17:55:14 UTC 2012"
"2G1MJUNU8LZ6SLZGXN08L8J3XNQI2H","croutons","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2HAIY6HUOISQY","Grains","No","no_agreement","Tue Sep 11 16:58:21 UTC 2012"
"2TX0CP5KXPTIOWHXQCVPU7NY8FMYZA","portabella mushroom with white cheese and sandwich bread","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2HAIY6HUOISQY","Fast-foods","No","no_agreement","Tue Sep 11 17:23:47 UTC 2012"
"2OZ57DZKPFE4FUCH5IT5T8I9P8EE4Z","vegetarian burrito","A2HM35CWB7IIFM","Cereal Grains and Pasta","A1K9WP8Q74E9G2","Vegetables","No","no_agreement","Tue Sep 11 18:24:19 UTC 2012"
"2MTMJTUHYW2GU38R23J54M16B7AJOZ","vegetable sandwich","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:23:12 UTC 2012"
"29JCSTMOFXRDTIHCTAPDVXJFOAJQTJ","rhubarb","A2HM35CWB7IIFM","Fruits","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 18:31:59 UTC 2012"
"2DDOX7H57DZKQTD46C4HLM25NH00AA","black beans","A1K9WP8Q74E9G2","Meat and Protein","A53VNQRRFQ785","Vegetables","No","no_agreement","Tue Sep 11 17:13:29 UTC 2012"
"23QJIA0RYNJ931IKEWWBUJTUJ7F72B","protein shake","A53VNQRRFQ785","Beverages","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:12:52 UTC 2012"
"2DKDIPDOBDDP93IWCQ4DGXMB5ZL0B5","quesadillas de rajas","A2HAIY6HUOISQY","Fast-foods","A2BERTY629PZDT","Grains","No","no_agreement","Tue Sep 11 17:39:29 UTC 2012"
"2J2YEPLSP75KM05WBZFAPQEQXS8RX3","patacon and cheese","A2HM35CWB7IIFM","Dairy","A1KAXCLAH6UVMS","Fast-foods","No","no_agreement","Tue Sep 11 17:37:04 UTC 2012"
"2GYKPEIB9BAWM6LXHMWV5UD3O290XE","tofu and cheese","A2HM35CWB7IIFM","Dairy","A1KAXCLAH6UVMS","Vegetables","No","no_agreement","Tue Sep 11 17:20:58 UTC 2012"
"283FQ0ONNVRH2YGO1A7RJ76NXI3LUG","sopa de mandioquinha","A2UFD1I8ZO1V4G","Unknown","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 18:14:47 UTC 2012"
"2DSVKI62NJQ22L1Z15HHEBKLE4WTLX","quinoa","A1KAXCLAH6UVMS","Cereal Grains and Pasta","A3NU1SQPI1NXY4","Grains","No","no_agreement","Tue Sep 11 18:32:25 UTC 2012"
"21Z1Q6SVQ8H890PUYHWOJVCI30EN4W","black olives","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2HAIY6HUOISQY","Meat and Protein","No","no_agreement","Tue Sep 11 17:26:26 UTC 2012"
"202M05BMJTUHZA1GLL0RI7S5YVJKFD","1chicken leg 3eggrolls chicken 6 pickles glass wine","A2HM35CWB7IIFM","Meat and Protein","A1IV0802ICNA0A","Unknown","No","no_agreement","Tue Sep 11 18:12:20 UTC 2012"
"244HGYQ4J3NACKAFEB6O6YIT321BO6","vegetarian burrito","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 18:31:14 UTC 2012"
"2BZYW2GTP9RA864WEXX96SOF991TOE","mini fruit Weetabix","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2HAIY6HUOISQY","Vegetables","No","no_agreement","Tue Sep 11 17:29:10 UTC 2012"
"2NKNJQ2172Z9A4G63GCC3EBU3C1YQG","guacamole and chips","A2HM35CWB7IIFM","Fast-foods","A2BERTY629PZDT","Vegetables","No","no_agreement","Tue Sep 11 18:16:13 UTC 2012"
"2JAEIUUU00OQLY94AEJ802U28HITT0","almonds","A1KAXCLAH6UVMS","Fruits","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:04:52 UTC 2012"
"283FQ0ONNVRH2YGO1A7RJ76NXI2ULO","whitebread with nutella","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2BERTY629PZDT","Grains","No","no_agreement","Tue Sep 11 18:40:30 UTC 2012"
"22ESBRI8IUB2Z888BDJTTB3L2OU4G7","tomato","A2HAIY6HUOISQY","Fruits","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:18:20 UTC 2012"
"2TOSK9RJ85OZJDDHE61PUOOQ7NF6UU","Protein Shake","A53VNQRRFQ785","Beverages","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:26:40 UTC 2012"
"2JVIPDOBDDP8QXVKM9485MB3SCRC1R","sweet chili sauce","A2HAIY6HUOISQY","Fat, Oil and Sweets","A3NU1SQPI1NXY4","Vegetables","No","no_agreement","Tue Sep 11 18:24:25 UTC 2012"
"2UQXMB3Q39Z0CKTTG2K4MVSTX02TIJ","green and black olives","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2RPXVZF0CCRE4","Vegetables","No","no_agreement","Tue Sep 11 16:57:01 UTC 2012"
"2NCXFCD45XCEU1CSFPBIV3TGRDIYWK","black beans and basmati rice","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 18:00:01 UTC 2012"
"2IG7QEOZFYQS2QRTEK6XZDS4KLJJGC","lentils with tabbouleh and babaganush","A2ELWPBL46UA0E","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:55:47 UTC 2012"
"29WIUUU00OQKLO3IAOZSAU26A9VUUI","potatoes","A2HAIY6HUOISQY","Grains","A1KAXCLAH6UVMS","Vegetables","No","no_agreement","Tue Sep 11 16:52:05 UTC 2012"
"2K80JG5TYMNCXCA41B0S0SHX3A1LHF","lasagne","A17B7QTKWFQ5PQ","Cereal Grains and Pasta","A2HAIY6HUOISQY","Fast-foods","No","no_agreement","Tue Sep 11 16:56:58 UTC 2012"
"2WL95SW6NG1FTHMYFF2YN1FZU84HVV","avocado","A2HM35CWB7IIFM","Fruits","A53VNQRRFQ785","Vegetables","No","no_agreement","Tue Sep 11 17:30:51 UTC 2012"
"27DJ8EBDPGFL79BPOV0RVDWIQ4K1GR","black olives and corn","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:01:26 UTC 2012"
"2LOUXFCD45XCF7MDKJKKQN3TIYLXV2","rice","A6WUFL0T08JBZ","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 17:33:35 UTC 2012"
"2JNL8I9NZW6HFD5O60HWFT86BPCVLF","mushroom and cheese empanadas","A2HM35CWB7IIFM","Fast-foods","A3NU1SQPI1NXY4","Vegetables","No","no_agreement","Tue Sep 11 18:05:42 UTC 2012"
"2PW4BLYHVI44P61KDQZDVEZSDJ6V18","soya","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2HAIY6HUOISQY","Unknown","No","no_agreement","Tue Sep 11 17:30:57 UTC 2012"
"2F6CCF0CP5KXQ7HNAEOYO4PM9WGVW8","milk","A1KAXCLAH6UVMS","Beverages","A6WUFL0T08JBZ","Dairy","No","no_agreement","Tue Sep 11 17:17:18 UTC 2012"
"21ICOK2JE1M7QYJ9DNN6WZAC2D2UNQ","protein shake","A1KAXCLAH6UVMS","Beverages","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:04:39 UTC 2012"
"2Z7DOBDDP8PJXYTD54OMJ3Q3B8I3E3","milk","A17B7QTKWFQ5PQ","Beverages","A2HAIY6HUOISQY","Dairy","No","no_agreement","Tue Sep 11 17:30:39 UTC 2012"
"2J845UUKQOYGOWV1FOZOO01091DWE3","milk","A17B7QTKWFQ5PQ","Beverages","A6WUFL0T08JBZ","Dairy","No","no_agreement","Tue Sep 11 16:58:07 UTC 2012"
"2HFULRGNTBJ3N0CXXBG7V62KJKRT7O","tomatoe","A2HAIY6HUOISQY","Fruits","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:34:57 UTC 2012"
"25KL92HECWA6YHXO4860KP5KZYBJI4","arepa with cheese and vegetarian chorizo","A2HAIY6HUOISQY","Fast-foods","A2BERTY629PZDT","Grains","No","no_agreement","Tue Sep 11 17:24:59 UTC 2012"
"2ADOK5UFJ51Y84DORBPQ01CSVV77AI","whole wheat bread","A3NU1SQPI1NXY4","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 18:12:12 UTC 2012"
"2U78PJWKUDD8Y0A3IZ0Z8B6UVXP9KB","tomato","A2HAIY6HUOISQY","Fruits","A53VNQRRFQ785","Vegetables","No","no_agreement","Tue Sep 11 17:09:11 UTC 2012"
"2NAVQ8H88MQU7Z4O3R3I9RXX6J0R8W","pepper","A2HM35CWB7IIFM","Unknown","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 17:59:22 UTC 2012"
"23WC1PC6SK9RKM4OREQEPMAARV6P1I","lentil soup","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 18:30:07 UTC 2012"
"2XXL6VCPWZ9RORVIGRSSFSN3F2Z9OV","guacamole","A2HM35CWB7IIFM","Fat, Oil and Sweets","A3NU1SQPI1NXY4","Vegetables","No","no_agreement","Tue Sep 11 18:29:56 UTC 2012"
"2522JE1M7PKKAZQWYKQAK04L166XQ8","pepper","A2HM35CWB7IIFM","Unknown","A2HAIY6HUOISQY","Vegetables","No","no_agreement","Tue Sep 11 17:00:03 UTC 2012"
"25Z1XERSQV66SZOHAPUH3WAVMRP190","black bean taco","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 18:25:38 UTC 2012"
"2NORLPHIT3HVXOUKA2TNRQ219BIAIG","bread","A6WUFL0T08JBZ","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 18:30:08 UTC 2012"
"2BXBNFSVGULF4N4SO2EG9FS3P75L7D","black beans","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:08:56 UTC 2012"
"21ASZVXX2Q45V8JQGU7NQW1NUH77PY","pumpkin","A2HAIY6HUOISQY","Fruits","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:30:14 UTC 2012"
"2H6NNVRH1KHOASFR33XN39LKYGFYPP","milk","A53VNQRRFQ785","Beverages","A2HM35CWB7IIFM","Dairy","No","no_agreement","Tue Sep 11 17:40:24 UTC 2012"
"2A3B3L0FBJ9IPPIEBN5VM5RPTB3MYG","black beans","A1KAXCLAH6UVMS","Meat and Protein","A53VNQRRFQ785","Vegetables","No","no_agreement","Tue Sep 11 17:58:24 UTC 2012"
"2NJ8N46UXFCD5JWC6PED0NTKKWKRTK","tomatoes","A1KAXCLAH6UVMS","Fruits","A2ELWPBL46UA0E","Vegetables","No","no_agreement","Tue Sep 11 17:54:11 UTC 2012"
"2XE40SPW1INMIUXQWFUNIB6BHVYF2N","avocado","A2HM35CWB7IIFM","Fruits","A2HAIY6HUOISQY","Vegetables","No","no_agreement","Tue Sep 11 17:22:02 UTC 2012"
"2LW6AUBXHWSH8TK91R2Z4DRLZES3ZA","chocolate milk","A53VNQRRFQ785","Beverages","A2HM35CWB7IIFM","Dairy","No","no_agreement","Tue Sep 11 17:26:13 UTC 2012"
"2EWRSQV66RLPIWS39RNA3KI64W1C44","potatoes","A2BERTY629PZDT","Grains","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:30:45 UTC 2012"
"2ELYOCCF0CP5LBOTAJ9I5YG4RVPTUR","omelet","A1KAXCLAH6UVMS","Fast-foods","A1IV0802ICNA0A","Meat and Protein","No","no_agreement","Tue Sep 11 17:47:16 UTC 2012"
"23I5BMJTUHYW3USP1N1705WM3FRMHI","coconut","A2HM35CWB7IIFM","Fat, Oil and Sweets","A53VNQRRFQ785","Fruits","No","no_agreement","Tue Sep 11 17:58:05 UTC 2012"
"2IF3V0FK0COK3XD1E3GKS9LRYF6OHZ","kashi go lean crunch and soy milk","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2UFD1I8ZO1V4G","Grains","No","no_agreement","Tue Sep 11 18:23:21 UTC 2012"
"23WZZ2MIKMN9VMO9QZZT4WXI51C8PL","toast with Oaxaca cheese","A3NU1SQPI1NXY4","Cereal Grains and Pasta","A2HM35CWB7IIFM","Dairy","No","no_agreement","Tue Sep 11 18:33:33 UTC 2012"
"2DG2AOO2GMMEH2NGIO3MEIAA41W66R","arepa","A2HM35CWB7IIFM","Grains","A3NU1SQPI1NXY4","Unknown","No","no_agreement","Tue Sep 11 17:56:23 UTC 2012"
"2F4NCWYB49F9T6RHPXSJWNST7QNOSK","croissant with cream cheese","A3NU1SQPI1NXY4","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 18:39:14 UTC 2012"
"2VMEGDHDM25L9W8NRSXHMZ6OGD9NDB","picana leftovers","A2HM35CWB7IIFM","Meat and Protein","A3NU1SQPI1NXY4","Unknown","No","no_agreement","Tue Sep 11 18:41:39 UTC 2012"
"22R2HECWA6X3Z2BC7W3PDKXPVR6KLJ","red lentil soup","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:17:16 UTC 2012"
"2522JE1M7PKKAZQWYKQAK04L167QX2","Parisienne meet and basmati rice","A2UFD1I8ZO1V4G","Cereal Grains and Pasta","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:46:16 UTC 2012"
"2BLK4F0OHOVR2IHXCKTLH2HEE5S321","carrot juice","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Vegetables","No","no_agreement","Tue Sep 11 17:13:15 UTC 2012"
"2Q69Z6KW4ZMA0VGRJH6Q8ONNX00F64","brown rise","A2HM35CWB7IIFM","Grains","A2BERTY629PZDT","Unknown","No","no_agreement","Tue Sep 11 17:35:04 UTC 2012"
"280LKH1Q6SVQ9V78EML6T5OBXL0K1C","red lentil soup","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:22:52 UTC 2012"
"2T7WZ9RNDWIOWFR7KJUD1GU157VETV","black beans","A2BERTY629PZDT","Meat and Protein","A53VNQRRFQ785","Vegetables","No","no_agreement","Tue Sep 11 17:43:09 UTC 2012"
"2JV21O3W5XH0K3OSAYBYMPLSRGNHBO","red lentil soup and eggplant dip (babaganush)","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:16:27 UTC 2012"
"2CYULF395SW6OU0FKZEYVJBYHAXRD2","Cream of Celery Root with Aged Cheese","A2HM35CWB7IIFM","Dairy","A2BERTY629PZDT","Vegetables","No","no_agreement","Tue Sep 11 19:02:54 UTC 2012"
"2J5JQ2172Z99RV5BCH3VMBU15S6RZ0","vegetarian burrito","A3NU1SQPI1NXY4","Fast-foods","A2HAIY6HUOISQY","Vegetables","No","no_agreement","Tue Sep 11 18:13:31 UTC 2012"
"2E2O2L92HECWBKW3QK3CN0CP7TFGH4","almond and dried cherry cake","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2UFD1I8ZO1V4G","Fruits","No","no_agreement","Tue Sep 11 18:27:30 UTC 2012"
"2NDCPWZ9RNDWJ2U1K3JNBDTGWALRC2","guacamole","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 18:26:04 UTC 2012"
"2RU9KSSZVXX2RI4UMGHO6GNIYA5M4W","lite jarlsburg","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Dairy","No","no_agreement","Tue Sep 11 17:47:28 UTC 2012"
"2UQXMB3Q39Z0CKTTG2K4MVSTX02IT8","arepas","A3NU1SQPI1NXY4","Cereal Grains and Pasta","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 18:42:00 UTC 2012"
"2UWY5COW0LGR0H7CJBCCEVNU15VX6C","carrot juice","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Vegetables","No","no_agreement","Tue Sep 11 17:37:52 UTC 2012"
"2MJY7QEOZFYQTFBSLIFF5RDS6RUIF0","strawberry and banana smoothie","A2HAIY6HUOISQY","Beverages","A6WUFL0T08JBZ","Fruits","No","no_agreement","Tue Sep 11 17:31:57 UTC 2012"
"2T1011K274J7AYPWYXZNC6UXHLVECC","rise","A2HM35CWB7IIFM","Grains","A2BERTY629PZDT","Unknown","No","no_agreement","Tue Sep 11 17:24:55 UTC 2012"
"27IONNVRH1KHPNDGJ7Y6VV9LM5POXS","hummus","A2HAIY6HUOISQY","Grains","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:13:45 UTC 2012"
"2I0NMHGYQ4J3OOA63BDFNOYYK2K9MG","frijoles beans","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:13:50 UTC 2012"
"26XE4EGDHDM26Z7I1JQWEHEZ8XWBLP","protein shake","A2HAIY6HUOISQY","Beverages","A2BERTY629PZDT","Meat and Protein","No","no_agreement","Tue Sep 11 17:24:41 UTC 2012"
"2L179KQW618N5KTX7844DXCEVWVMKM","hummus","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:22:30 UTC 2012"
"2V5LVWJ5OPB0Z9FZ0UDWJ7EPB3KV30","toast with tomatoes","A2HM35CWB7IIFM","Grains","A3NU1SQPI1NXY4","Vegetables","No","no_agreement","Tue Sep 11 18:03:19 UTC 2012"
"218W618N46UXGQC4XT3E1NDSP22OQV","baguette with cream cheese and Arizona ice tea","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Grains","No","no_agreement","Tue Sep 11 17:21:16 UTC 2012"
"24ASCXKNQY2RDXJ6VVMEBHR0M300PQ","Corn","A6WUFL0T08JBZ","Cereal Grains and Pasta","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:21:12 UTC 2012"
"2ORKQW618N46VBEC50WXKETNF15MO6","taco arrachera","A3NU1SQPI1NXY4","Fast-foods","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 18:13:12 UTC 2012"
"2OVZKPFE4EGDIRL2XHZIHNZW8QX7HT","eggs","A53VNQRRFQ785","Dairy","A2UFD1I8ZO1V4G","Meat and Protein","No","no_agreement","Tue Sep 11 18:09:32 UTC 2012"
"24ZMVHVKCJ012Y17WFY9SQW63H675C","lentils hamburgers","A2HM35CWB7IIFM","Meat and Protein","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 18:38:37 UTC 2012"
"2BUF806UFBNFT9FUDBU9DSW6PPK1FS","tacos sirloin","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 18:25:31 UTC 2012"
"28AQV66RLPHIUHGVO6MKQ62NLZK6EC","sunflower seeds","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2HAIY6HUOISQY","Meat and Protein","No","no_agreement","Tue Sep 11 17:20:40 UTC 2012"
"2G4AZHHRRLFQ12MNNN81SHO9GPANE4","bread","A3NU1SQPI1NXY4","Cereal Grains and Pasta","A53VNQRRFQ785","Grains","No","no_agreement","Tue Sep 11 18:06:36 UTC 2012"
"2BQY1THV8ER9ZMSNCEDZ0M5KHQB1OE","butter","A1K9WP8Q74E9G2","Dairy","A2BERTY629PZDT","Fat, Oil and Sweets","No","no_agreement","Tue Sep 11 18:33:27 UTC 2012"
"25C3K4F0OHOVSF3IPGF2T92HGLF219","green olives","A2HAIY6HUOISQY","Meat and Protein","A3NU1SQPI1NXY4","Vegetables","No","no_agreement","Tue Sep 11 18:02:41 UTC 2012"
"23OIAA2SEIUUVEZOIGBACIISA1KOON","tacos and white cheese","A2HM35CWB7IIFM","Dairy","A2HAIY6HUOISQY","Fast-foods","No","no_agreement","Tue Sep 11 17:44:49 UTC 2012"
"2ZCUU00OQKKA5WHS0OTUA680G5IWWJ","taco arrachera","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Meat and Protein","No","no_agreement","Tue Sep 11 17:27:15 UTC 2012"
"2HAPW1INMHGYRII3F626JFMFHXHI5I","Rye crisp","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2HAIY6HUOISQY","Grains","No","no_agreement","Tue Sep 11 17:47:01 UTC 2012"
"2K6U3K4F0OHOW504ATBOAL92JNU10N","vegetarian burrito","A2HM35CWB7IIFM","Cereal Grains and Pasta","A2UFD1I8ZO1V4G","Vegetables","No","no_agreement","Tue Sep 11 17:40:47 UTC 2012"
"24192NJKM05BNXSU9UN2OTP9TJQFAU","lentil soup","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 17:24:28 UTC 2012"
"25UCF0CP5KXPUWMIATPGCPM7P7OWXC","picana","A2HM35CWB7IIFM","Meat and Protein","A3NU1SQPI1NXY4","Unknown","No","no_agreement","Tue Sep 11 18:41:31 UTC 2012"
"20CNU8LZ6R70HJQ909ZJBVE7Y1AL5Y","burrito vegetariano","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Vegetables","No","no_agreement","Tue Sep 11 18:08:27 UTC 2012"
"2SIHFL42J1LY6MA7U3D0QGFKJMIN20","torta","A1IV0802ICNA0A","Grains","A2HAIY6HUOISQY","Unknown","No","no_agreement","Tue Sep 11 17:46:42 UTC 2012"
"2I3Y58B727M0JUEK99S66FSVHDEAVD","Chop suey","A2HM35CWB7IIFM","Meat and Protein","A2HAIY6HUOISQY","Vegetables","No","no_agreement","Tue Sep 11 17:36:10 UTC 2012"
"29HVXX2Q45UUL4NY8J9W9NS8QPJ9R4","olives","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2HAIY6HUOISQY","Meat and Protein","No","no_agreement","Tue Sep 11 17:40:24 UTC 2012"
"23SZHHRRLFQ0P1MVJDSKPO9EI0TOF1","magnum clasico","A1K9WP8Q74E9G2","Dairy","A2HAIY6HUOISQY","Unknown","No","no_agreement","Tue Sep 11 18:27:28 UTC 2012"
